Position,Track Name,Artist,Streams,Date,Genre
124,Me llamas (feat. Maluma) - Remix,Piso 21,526683,2017-01-07,"['reggaeton colombiano', 'colombian pop', 'reggaeton', 'trap latino', 'latin', 'latin pop']"
125,Lean On (feat. MÃ & DJ Snake),Major Lazer,526317,2017-01-07,"['moombahton', 'pop', 'edm', 'dance pop', 'pop dance', 'pop rap', 'electro house']"
126,Touch,Little Mix,524241,2017-01-07,"['talent show', 'pop', 'girl group', 'post-teen pop', 'uk pop', 'dance pop']"
127,"Me, Myself & I",G-Eazy,524239,2017-01-07,"['indie pop rap', 'oakland hip hop', 'pop rap', 'rap', 'hip hop']"
128,"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",Ed Sheeran,520721,2017-01-07,"['uk pop', 'pop']"
129,Vacaciones,Wisin,518486,2017-01-07,"['latin', 'reggaeton', 'latin hip hop', 'trap latino']"
130,Dynamite (feat. Pretty Sister),Nause,518116,2017-01-07,"['progressive electro house', 'swedish pop', 'edm', 'pop dance']"
131,No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,513901,2017-01-07,"['rap', 'conscious hip hop', 'chicago rap', 'pop rap', 'hip hop']"
132,pick up the phone,Young Thug,512460,2017-01-07,"['rap', 'melodic rap', 'trap', 'atl hip hop', 'atl trap', 'pop rap', 'hip hop', 'gangster rap']"
133,OOOUUU,Young M.A,509926,2017-01-07,"['nyc rap', 'lgbtq+ hip hop', 'rap', 'trap', 'pop rap']"
134,Sex,Cheat Codes,505437,2017-01-07,"['pop dance', 'tropical house', 'pop', 'edm', 'dance pop', 'electropop', 'post-teen pop', 'electro house', 'pop edm']"
135,Love On The Brain,Rihanna,504929,2017-01-07,"['barbadian pop', 'pop', 'dance pop', 'post-teen pop', 'urban contemporary']"
136,Some Kind Of Drug (feat. Marc E. Bassy),G-Eazy,502638,2017-01-07,"['indie pop rap', 'oakland hip hop', 'pop rap', 'rap', 'hip hop']"
137,Don't,Ed Sheeran,497597,2017-01-07,"['uk pop', 'pop']"
138,Hello,Adele,487706,2017-01-07,"['pop soul', 'british soul', 'uk pop', 'pop']"
139,Don't Leave,Snakehips,486685,2017-01-07,"['tropical house', 'edm', 'electropop', 'pop', 'pop dance', 'indie poptimism', 'dance pop']"
140,Give Me Love,Ed Sheeran,485582,2017-01-07,"['uk pop', 'pop']"
141,Borro Cassette,Maluma,485444,2017-01-07,"['reggaeton colombiano', 'reggaeton', 'latin']"
142,Andas En Mi Cabeza,Chino & Nacho,483409,2017-01-07,['tamaulipas rap']
143,Light,San Holo,476208,2017-01-07,"['electronic trap', 'edm', 'future bass', 'vapor twitch', 'pop dance', 'pop edm', 'electropop', 'electro house']"
144,Swang,Rae Sremmurd,473002,2017-01-07,"['rap', 'mississippi hip hop', 'melodic rap', 'trap', 'pop rap', 'southern hip hop', 'hip hop']"
145,Lush Life,Zara Larsson,471187,2017-01-07,"['pop', 'scandipop', 'dance pop', 'swedish electropop', 'post-teen pop', 'tropical house', 'swedish pop', 'pop dance', 'electropop', 'edm']"
146,September Song,JP Cooper,471088,2017-01-07,"['uk pop', 'pop', 'neo mellow', 'indie cafe pop', 'tropical house', 'pop rock']"
147,Wake Up Where You Are,State of Sound,465110,2017-01-07,"['swedish tropical house', 'deep tropical house', 'tropical house']"
148,Stitches,Shawn Mendes,463846,2017-01-07,"['pop', 'canadian pop', 'viral pop', 'post-teen pop', 'dance pop']"
149,Roses (feat. ROZES),The Chainsmokers,463183,2017-01-07,"['pop', 'pop dance', 'tropical house', 'edm', 'electropop', 'dance pop']"
150,Ain't My Fault,Zara Larsson,459397,2017-01-07,"['pop', 'scandipop', 'dance pop', 'swedish electropop', 'post-teen pop', 'tropical house', 'swedish pop', 'pop dance', 'electropop', 'edm']"
151,Miss You,James Hersey,458180,2017-01-07,['tropical house']
152,What Do You Mean?,Justin Bieber,456022,2017-01-07,"['canadian pop', 'post-teen pop', 'pop']"
153,Tenerife Sea,Ed Sheeran,450529,2017-01-07,"['uk pop', 'pop']"
154,Neighbors,J. Cole,447511,2017-01-07,"['north carolina hip hop', 'conscious hip hop', 'rap', 'hip hop']"
155,PILLOWTALK,ZAYN,443448,2017-01-07,"['pop', 'post-teen pop', 'uk pop', 'dance pop']"
156,Not Going Home (feat. Gia Koka),DVBBS,441621,2017-01-07,"['pop dance', 'edm', 'canadian electronic', 'slap house', 'electro house', 'tropical house', 'pop edm', 'dance pop']"
157,Hotline Bling,Drake,436176,2017-01-07,"['toronto rap', 'canadian pop', 'canadian hip hop', 'rap', 'pop rap', 'hip hop']"
158,"Cuatro Babys (feat. Trap Capos, Noriel, Bryant Myers & Juhn)",Maluma,435669,2017-01-07,"['reggaeton colombiano', 'reggaeton', 'latin']"
159,Let Me Hold You (Turn Me On),Dante Klein,434464,2017-01-07,['pop edm']
160,No Money,Galantis,432250,2017-01-07,"['pop dance', 'tropical house', 'edm', 'dance pop', 'pop', 'electro house']"
161,That's What I Like,Bruno Mars,429466,2017-01-07,"['pop', 'post-teen pop', 'dance pop']"
162,Oh Lord,MiC LOWRY,428914,2017-01-07,"['pop r&b', 'trap soul', 'post-teen pop', 'r&b', 'chill r&b', 'alternative r&b', 'urban contemporary', 'afroswing', 'dance pop', 'hip pop']"
163,Reminder,The Weeknd,426653,2017-01-07,"['canadian pop', 'canadian contemporary r&b', 'pop']"
164,Gyal You A Party Animal - Remix,Charly Black,426376,2017-01-07,['dancehall']
165,Jumpman,Drake,425343,2017-01-07,"['toronto rap', 'canadian pop', 'canadian hip hop', 'rap', 'pop rap', 'hip hop']"
166,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,424874,2017-01-07,"['detroit hip hop', 'rap', 'hip hop']"
167,Taped up Heart (feat. Clara Mae),KREAM,422319,2017-01-07,"['pop dance', 'tropical house', 'edm', 'pop edm', 'house', 'electro house', 'deep groove house', 'dance pop', 'progressive house']"
168,It's Gotta Be You,Isaiah Firebrace,421452,2017-01-07,['australian pop']
169,The Hills,The Weeknd,420469,2017-01-07,"['canadian pop', 'canadian contemporary r&b', 'pop']"
170,Let It Go,James Bay,415917,2017-01-07,"['pop', 'neo mellow', 'pop rock', 'modern rock']"
171,Never Be Like You,Flume,414073,2017-01-07,"['australian electropop', 'downtempo', 'australian dance', 'australian indie', 'edm']"
172,Cocoon,Milky Chance,408438,2017-01-07,['german pop']
173,Love$ick,Mura Masa,406411,2017-01-07,"['channel islands indie', 'vapor soul']"
174,Low Life (feat. The Weeknd),Future,403832,2017-01-07,"['rap', 'atl hip hop', 'trap', 'pop rap', 'southern hip hop']"
175,Rockinâ,The Weeknd,403084,2017-01-07,"['canadian pop', 'canadian contemporary r&b', 'pop']"
176,Would I Lie to You - Radio Edit,David Guetta,403039,2017-01-07,"['big room', 'dance pop', 'edm', 'pop dance', 'pop']"
177,Gold,Kiiara,401741,2017-01-07,"['electropop', 'indie poptimism', 'alt z', 'pop', 'dance pop']"
178,Used to This (feat. Drake),Future,398215,2017-01-07,"['rap', 'atl hip hop', 'trap', 'pop rap', 'southern hip hop']"
179,No Role Modelz,J. Cole,396023,2017-01-07,"['north carolina hip hop', 'conscious hip hop', 'rap', 'hip hop']"
180,Please Don't Go,Joel Adams,395674,2017-01-07,"['pop soul', 'australian pop']"
181,Cool Girl,Tove Lo,394760,2017-01-07,"['pop', 'swedish electropop', 'electropop', 'dance pop', 'metropopolis', 'swedish synthpop', 'post-teen pop', 'swedish pop', 'pop rap']"
182,Immortal,J. Cole,388761,2017-01-07,"['north carolina hip hop', 'conscious hip hop', 'rap', 'hip hop']"
183,Lay It All on Me (feat. Ed Sheeran),Rudimental,388320,2017-01-07,"['uk dance', 'uk funky', 'tropical house', 'pop dance', 'dance pop', 'house', 'pop', 'edm']"
184,Million Reasons,Lady Gaga,387874,2017-01-07,"['pop', 'post-teen pop', 'dance pop']"
185,Die For You,The Weeknd,387765,2017-01-07,"['canadian pop', 'canadian contemporary r&b', 'pop']"
186,Chillax (feat. Ky-Mani Marley),Farruko,387422,2017-01-07,"['reggaeton', 'latin', 'latin hip hop', 'trap latino']"
187,Can't Feel My Face,The Weeknd,385452,2017-01-07,"['canadian pop', 'canadian contemporary r&b', 'pop']"
188,You & Me,Marc E. Bassy,384477,2017-01-07,"['pop rap', 'pop', 'r&b', 'electropop', 'rap']"
189,Cake - Challenge Version,Flo Rida,384375,2017-01-07,"['miami hip hop', 'dance pop', 'pop rap', 'pop']"
190,Hymn for the Weekend,Coldplay,381364,2017-01-07,"['permanent wave', 'pop']"
191,Alarm,Anne-Marie,370889,2017-01-07,"['pop', 'uk pop', 'dance pop', 'post-teen pop', 'tropical house', 'pop dance']"
192,Let Her Go,Passenger,370144,2017-01-07,"['folk-pop', 'neo mellow', 'pop rock', 'pop']"
193,Say It (feat. Tove Lo),Flume,369817,2017-01-07,"['australian electropop', 'downtempo', 'australian dance', 'australian indie', 'edm']"
194,goosebumps,Travis Scott,368170,2017-01-07,"['slap house', 'rap']"
195,Moves,Big Sean,366932,2017-01-07,"['rap', 'pop rap', 'detroit hip hop', 'trap', 'southern hip hop', 'hip hop']"
196,All of Me,John Legend,366521,2017-01-07,"['pop soul', 'neo soul', 'pop', 'r&b', 'urban contemporary']"
197,'Till I Collapse,Eminem,365311,2017-01-07,"['detroit hip hop', 'rap', 'hip hop']"
198,Te Quiero PaÂ´Mi,Don Omar,365226,2017-01-07,"['puerto rican pop', 'latin', 'reggaeton', 'latin hip hop', 'trap latino']"
199,Party (feat. Usher & Gucci Mane),Chris Brown,364471,2017-01-07,"['pop rap', 'dance pop', 'pop', 'r&b', 'rap']"
200,Kiss Me,Ed Sheeran,361708,2017-01-07,"['uk pop', 'pop']"
1,Shape of You,Ed Sheeran,6557531,2017-01-08,"['uk pop', 'pop']"
2,Castle on the Hill,Ed Sheeran,4584668,2017-01-08,"['uk pop', 'pop']"
3,Starboy,The Weeknd,3127938,2017-01-08,"['canadian pop', 'canadian contemporary r&b', 'pop']"
4,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2802693,2017-01-08,"['pop', 'uk dance', 'dance pop', 'uk funky', 'tropical house', 'pop dance', 'post-teen pop', 'edm']"
5,Closer,The Chainsmokers,2697878,2017-01-08,"['pop', 'pop dance', 'tropical house', 'edm', 'electropop', 'dance pop']"
6,"I Donât Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,2658820,2017-01-08,"['pop', 'post-teen pop', 'uk pop', 'dance pop']"
7,Say You Won't Let Go,James Arthur,2371671,2017-01-08,"['pop', 'uk pop', 'talent show', 'post-teen pop']"
8,Don't Wanna Know,Maroon 5,2339709,2017-01-08,"['pop', 'pop rock']"
9,Fake Love,Drake,2288806,2017-01-08,"['toronto rap', 'canadian pop', 'canadian hip hop', 'rap', 'pop rap', 'hip hop']"
10,Let Me Love You,DJ Snake,2197149,2017-01-08,"['pop', 'electronic trap', 'dance pop', 'edm', 'pop dance', 'pop rap']"
11,I Feel It Coming,The Weeknd,2183331,2017-01-08,"['canadian pop', 'canadian contemporary r&b', 'pop']"
12,24K Magic,Bruno Mars,2070404,2017-01-08,"['pop', 'post-teen pop', 'dance pop']"
13,Black Beatles,Rae Sremmurd,1934944,2017-01-08,"['rap', 'mississippi hip hop', 'melodic rap', 'trap', 'pop rap', 'southern hip hop', 'hip hop']"
14,Call On Me - Ryan Riback Extended Remix,Starley,1912818,2017-01-08,"['aussietronica', 'tropical house', 'pop dance']"
15,Chantaje (feat. Maluma),Shakira,1897499,2017-01-08,"['colombian pop', 'dance pop', 'latin pop', 'pop', 'latin']"
16,Bad and Boujee (feat. Lil Uzi Vert),Migos,1746914,2017-01-08,"['rap', 'atl hip hop', 'trap', 'pop rap']"
17,Just Hold On,Steve Aoki,1742116,2017-01-08,"['edm', 'pop dance', 'electro house', 'tropical house', 'dance pop', 'pop']"
18,One Dance,Drake,1703538,2017-01-08,"['toronto rap', 'canadian pop', 'canadian hip hop', 'rap', 'pop rap', 'hip hop']"
19,In the Name of Love,Martin Garrix,1670391,2017-01-08,"['dutch edm', 'pop dance', 'edm', 'tropical house', 'pop', 'progressive house', 'dance pop']"
20,Bad Things (with Camila Cabello),Machine Gun Kelly,1667236,2017-01-08,"['ohio hip hop', 'pop rap']"
21,Cold Water (feat. Justin Bieber & MÃ),Major Lazer,1663606,2017-01-08,"['moombahton', 'pop', 'edm', 'dance pop', 'pop dance', 'pop rap', 'electro house']"
22,Side To Side,Ariana Grande,1637378,2017-01-08,"['pop', 'post-teen pop', 'dance pop']"
23,Mercy,Shawn Mendes,1498777,2017-01-08,"['pop', 'canadian pop', 'viral pop', 'post-teen pop', 'dance pop']"
24,All We Know,The Chainsmokers,1425231,2017-01-08,"['pop', 'pop dance', 'tropical house', 'edm', 'electropop', 'dance pop']"
25,Starving,Hailee Steinfeld,1373097,2017-01-08,"['pop', 'post-teen pop', 'dance pop']"
26,My Way,Calvin Harris,1331114,2017-01-08,"['uk dance', 'pop', 'dance pop', 'edm', 'house', 'progressive house', 'pop dance', 'electro house']"
27,Heathens,Twenty One Pilots,1311680,2017-01-08,"['modern rock', 'rock']"
28,All Night,The Vamps,1276266,2017-01-08,"['pop', 'post-teen pop', 'boy band', 'dance pop']"
29,Scars To Your Beautiful,Alessia Cara,1253173,2017-01-08,"['pop', 'post-teen pop', 'canadian pop', 'canadian contemporary r&b', 'dance pop', 'electropop']"
30,Treat You Better,Shawn Mendes,1241574,2017-01-08,"['pop', 'canadian pop', 'viral pop', 'post-teen pop', 'dance pop']"
31,I Would Like,Zara Larsson,1240521,2017-01-08,"['pop', 'scandipop', 'dance pop', 'swedish electropop', 'post-teen pop', 'tropical house', 'swedish pop', 'pop dance', 'electropop', 'edm']"
32,Now and Later,Sage The Gemini,1224768,2017-01-08,"['pop rap', 'hyphy', 'dance pop', 'southern hip hop', 'trap', 'rap']"
33,Shed a Light,Robin Schulz,1202866,2017-01-08,"['german dance', 'tropical house', 'deep euro house', 'pop dance', 'deep house', 'edm', 'pop', 'dance pop']"
34,Love Me Now,John Legend,1198379,2017-01-08,"['pop soul', 'neo soul', 'pop', 'r&b', 'urban contemporary']"
35,Hear Me Now,Alok,1189979,2017-01-08,"['pop nacional', 'slap house', 'electro house']"
36,Don't Let Me Down (feat. Daya),The Chainsmokers,1188340,2017-01-08,"['pop', 'pop dance', 'tropical house', 'edm', 'electropop', 'dance pop']"
37,By Your Side,Jonas Blue,1178558,2017-01-08,"['tropical house', 'uk dance', 'pop dance', 'pop', 'dance pop', 'edm']"
38,ReggaetÃ³n Lento (Bailemos),CNCO,1168508,2017-01-08,"['boy band', 'latin pop', 'reggaeton', 'latin']"
39,"How Far I'll Go - From ""Moana""",Alessia Cara,1144958,2017-01-08,"['pop', 'post-teen pop', 'canadian pop', 'canadian contemporary r&b', 'dance pop', 'electropop']"
40,Photograph,Ed Sheeran,1129823,2017-01-08,"['uk pop', 'pop']"
41,Alone,Alan Walker,1092498,2017-01-08,"['pop dance', 'electro house']"
42,The Mack,Nevada,1081113,2017-01-08,['eurodance']
43,Caroline,AminÃ©,1057720,2017-01-08,"['portland hip hop', 'rap', 'pop rap', 'hip hop', 'underground hip hop']"
44,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,1043194,2017-01-08,"['dance pop', 'pop']"
45,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,1027925,2017-01-08,"['pop', 'viral pop', 'post-teen pop', 'dance pop']"
46,Broccoli (feat. Lil Yachty),Shelley FKA DRAM,1011529,2017-01-08,"['virginia hip hop', 'alternative r&b', 'underground hip hop', 'trap', 'pop rap', 'rap']"
47,Safari,J Balvin,972292,2017-01-08,"['reggaeton colombiano', 'reggaeton', 'trap latino', 'latin']"
48,Cheap Thrills,Sia,971230,2017-01-08,"['pop', 'australian dance', 'australian pop', 'dance pop']"
49,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,939812,2017-01-08,"['pop rap', 'dance pop', 'pop']"
50,The Greatest (feat. Kendrick Lamar),Sia,917189,2017-01-08,"['pop', 'australian dance', 'australian pop', 'dance pop']"
51,Bounce Back,Big Sean,888064,2017-01-08,"['rap', 'pop rap', 'detroit hip hop', 'trap', 'southern hip hop', 'hip hop']"
52,Solo Dance,Martin Jensen,873725,2017-01-08,"['tropical house', 'pop dance', 'danish electronic', 'edm', 'dance pop', 'pop edm', 'deep house', 'pop', 'electro house']"
53,Human,Rag'n'Bone Man,834167,2017-01-08,['neo soul']
54,Vente Pa' Ca (feat. Maluma),Ricky Martin,825812,2017-01-08,"['latin pop', 'puerto rican pop', 'mexican pop', 'latin', 'dance pop']"
55,Thinking out Loud,Ed Sheeran,824571,2017-01-08,"['uk pop', 'pop']"
56,Otra vez (feat. J Balvin),Zion & Lennox,813799,2017-01-08,"['latin hip hop', 'reggaeton', 'latin', 'trap latino', 'reggaeton flow']"
57,All Time Low,Jon Bellion,774975,2017-01-08,['pop rap']
58,Party Monster,The Weeknd,772591,2017-01-08,"['canadian pop', 'canadian contemporary r&b', 'pop']"
59,Sexual,NEIKED,767952,2017-01-08,['scandipop']
60,Make Me (Cry),Noah Cyrus,766945,2017-01-08,"['pop', 'post-teen pop', 'alt z', 'dance pop']"
61,Water Under the Bridge,Adele,766064,2017-01-08,"['pop soul', 'british soul', 'uk pop', 'pop']"
62,This Is What You Came For (feat. Rihanna),Calvin Harris,765293,2017-01-08,"['uk dance', 'pop', 'dance pop', 'edm', 'house', 'progressive house', 'pop dance', 'electro house']"
63,Ride,Twenty One Pilots,735282,2017-01-08,"['modern rock', 'rock']"
64,Deja Vu,J. Cole,733262,2017-01-08,"['north carolina hip hop', 'conscious hip hop', 'rap', 'hip hop']"
65,Perfect Strangers,Jonas Blue,731390,2017-01-08,"['tropical house', 'uk dance', 'pop dance', 'pop', 'dance pop', 'edm']"
66,Too Good,Drake,723730,2017-01-08,"['toronto rap', 'canadian pop', 'canadian hip hop', 'rap', 'pop rap', 'hip hop']"
67,"i hate u, i love u (feat. olivia o'brien)",gnash,705715,2017-01-08,"['indie cafe pop', 'pop', 'alt z', 'social media pop', 'sad rap', 'electropop', 'pop rap']"
68,Lot to Learn,Luke Christopher,705506,2017-01-08,"['indie pop rap', 'pop rap']"
69,Sunset Lover,Petit Biscuit,704249,2017-01-08,"['new french touch', 'tropical house']"
70,Work from Home (feat. Ty Dolla $ign),Fifth Harmony,698900,2017-01-08,"['pop', 'post-teen pop', 'dance pop', 'girl group', 'talent show']"
71,The A Team,Ed Sheeran,688081,2017-01-08,"['uk pop', 'pop']"
72,Stressed Out,Twenty One Pilots,685694,2017-01-08,"['modern rock', 'rock']"
73,Faded,Alan Walker,669458,2017-01-08,"['pop dance', 'electro house']"
74,Panda,Desiigner,668083,2017-01-08,"['viral trap', 'trap', 'rap', 'pop rap']"
75,Chill Bill (feat. J. Davi$ & Spooks),Rob $tone,664606,2017-01-08,['san diego rap']
76,Setting Fires,The Chainsmokers,663524,2017-01-08,"['pop', 'pop dance', 'tropical house', 'edm', 'electropop', 'dance pop']"
77,Love Yourself,Justin Bieber,653521,2017-01-08,"['canadian pop', 'post-teen pop', 'pop']"
78,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,648133,2017-01-08,"['rap', 'pop rap', 'new orleans rap', 'trap', 'hip hop']"
79,Trust Nobody (feat. Selena Gomez & Tory Lanez),Cashmere Cat,642467,2017-01-08,"['shiver pop', 'downtempo', 'pop', 'post-teen pop']"
80,Controlla,Drake,637368,2017-01-08,"['toronto rap', 'canadian pop', 'canadian hip hop', 'rap', 'pop rap', 'hip hop']"
81,Sorry,Justin Bieber,630974,2017-01-08,"['canadian pop', 'post-teen pop', 'pop']"
82,Versace on the Floor,Bruno Mars,628892,2017-01-08,"['pop', 'post-teen pop', 'dance pop']"
83,Work,Rihanna,628752,2017-01-08,"['barbadian pop', 'pop', 'dance pop', 'post-teen pop', 'urban contemporary']"
84,X (feat. Future),21 Savage,625598,2017-01-08,"['atl hip hop', 'rap', 'trap', 'hip hop']"
85,Shout Out to My Ex,Little Mix,619574,2017-01-08,"['talent show', 'pop', 'girl group', 'post-teen pop', 'uk pop', 'dance pop']"
86,The Ocean (feat. Shy Martin),Mike Perry,618602,2017-01-08,"['swedish tropical house', 'tropical house', 'pop dance', 'pop edm', 'deep tropical house', 'edm', 'electro house', 'pop', 'dance pop']"
87,I Got You,Bebe Rexha,608969,2017-01-08,"['pop', 'dance pop', 'post-teen pop', 'electropop']"
88,Traicionera,Sebastian Yatra,601725,2017-01-08,"['reggaeton colombiano', 'colombian pop', 'reggaeton', 'latin']"
89,Hymn for the Weekend - Seeb Remix,Coldplay,596029,2017-01-08,"['permanent wave', 'pop']"
90,La Bicicleta,Carlos Vives,593598,2017-01-08,"['colombian pop', 'champeta', 'latin', 'vallenato', 'latin pop', 'tropical']"
91,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),Vice,591375,2017-01-08,['chicano rap']
92,Sneakinâ,Drake,589620,2017-01-08,"['toronto rap', 'canadian pop', 'canadian hip hop', 'rap', 'pop rap', 'hip hop']"
93,Juju on That Beat (TZ Anthem),Zay Hilfigerrr,579117,2017-01-08,"['trap', 'pop rap', 'chicago bop', 'nyc rap', 'rap', 'viral trap']"
94,No Heart,21 Savage,572718,2017-01-08,"['atl hip hop', 'rap', 'trap', 'hip hop']"
95,Lighthouse - Andrelli Remix,Hearts & Colors,566488,2017-01-08,"['Sorry', ""that one doesn't seem to be on any of these maps yet.""]"
96,Needed Me,Rihanna,565286,2017-01-08,"['barbadian pop', 'pop', 'dance pop', 'post-teen pop', 'urban contemporary']"
97,Capsize,FRENSHIP,562400,2017-01-08,"['la pop', 'indie poptimism', 'electropop', 'tropical house', 'pop edm', 'pop dance']"
98,iSpy (feat. Lil Yachty),KYLE,557432,2017-01-08,"['pop rap', 'rap', 'social media pop']"
